Date,Location,Country,Temperature,CO2 Emissions,Sea Level Rise,Precipitation,Humidity,Wind Speed
2000-01-01 00:00:00.000000000,New Williamtown,Latvia,10.6889859614402,403.118902532313,0.717506028048708,13.8352369351701,23.6312562247531,18.4920260010607
2000-01-01 20:09:43.258325832,North Rachel,South Africa,13.8144302859949,396.663499288648,1.20571457797399,40.9740840092704,43.9829455125781,34.2492998247702
2000-01-02 16:19:26.516651665,West Williamland,French Guiana,27.3237177593609,451.553155054185,-0.160782970431724,42.6979313005838,96.6525996350704,34.1242610250835
2000-01-03 12:29:09.774977497,South David,Vietnam,12.3095805910355,422.404983490214,-0.475931471338143,5.19334125444082,47.4679382186703,8.55456336342117
2000-01-04 08:38:53.033303330,New Scottburgh,Moldova,13.2108850580346,410.472998551282,1.13575662804331,78.6952796827752,61.7896717015349,8.00116367348276
2000-01-05 04:48:36.291629162,South Nathan,Saint Helena,6.22932600270025,392.473317190386,1.12220965154788,76.3683314928618,48.9738855067861,30.398907943299
2000-01-06 00:58:19.549954995,Port Richardfurt,Tuvalu,21.6467380867265,387.648437118028,0.058471240925889,9.65038892583859,11.4022844708731,15.7209436426963
2000-01-06 21:08:02.808280828,Adambury,Australia,19.730800119195,448.180275004797,0.00141507858820389,93.3607553300815,21.526349705089,29.9934950605705
2000-01-07 17:17:46.066606660,Williamsonberg,Qatar,19.8581144122935,379.618820073644,0.584880620900751,6.21884631797559,30.8619488998721,37.5194724646321
2000-01-08 13:27:29.324932493,North Thomas,Chad,14.1215629145511,410.517072368295,-1.71222424704525,15.351582928471,88.4227939532216,47.9225205415389
2000-01-09 09:37:12.583258325,West Jillton,Fiji,6.09500307240067,360.811178449198,-0.935059452249272,95.4617693563422,28.932543882937,20.8883414367807
2000-01-10 05:46:55.841584158,Robertville,Guernsey,12.287064093328,488.355937702712,0.0213680521961255,11.8382360229096,90.0403390179707,30.4354096372957
2000-01-11 01:56:39.099909991,Camposfort,Egypt,22.3245326699358,445.20896015647,-1.02880230415413,48.7787585744054,83.4062518121287,1.83340203888001
